site_id,years,states,commodity,latitude,longitude
M002636,1977;1982,0;0,Zn,-70.5321,-176.5747
M002637,2006;2011;2016;2021,0;0;1;3,Cu,82.6112,-15.1752
M002638,2007;2012;2017;2022,0;0;0;0,Cu,-41.1643,-26.5986
M002639,1982;1987;1992;1997;2002,0;1;1;1;2,Au,-43.5355,-151.1011
M002640,1979;1984;1989;1994,0;0;0;0,Zn,-81.0406,-132.4659
M002641,1973;1978;1983,0;0;0,Ag,-10.3064,72.1631
M002642,1981;1986;1991,0;0;0,Zn,43.153,28.8971
M002643,2000;2005,0;0,Cu,-42.6353,107.433
M002644,1996;2001,0;0,U,68.7108,163.6887
M002645,1992;1997,0;0,Zn,-44.2612,62.6755
M002646,2011;2016,0;0,Fe,41.0447,-78.0035
M002647,2005;2010;2015;2020;2025;2030,0;0;1;1;3;3,Fe,-47.2401,30.3689
M002648,2003;2008;2013;2018;2023,0;0;0;0;1,Cu,-68.394,-90.1622
M002649,1989;1994;1999,0;0;0,Fe,50.1943,168.159
M002650,2009;2014,0;0,Au,47.8527,-157.9732
M002651,2011;2016,0;0,Ag,-35.2667,127.7685
M002652,2000;2005;2010;2015;2020,0;0;1;2;2,U,-75.9043,-145.7756
M002653,2006;2011;2016;2021;2026;2031,0;0;0;0;0;0,Au,-40.4091,84.1801
M002654,1971;1976,0;1,Fe,81.7924,-169.2174
M002655,2011;2016;2021;2026;2031,0;0;1;1;2,Ag,7.0914,-20.6179
M002656,2008;2013;2018;2023,0;1;1;2,Fe,84.8214,-121.0448
M002657,1976;1981;1986;1991;1996;2001,0;1;1;2;2;2,Cu,-1.2981,-11.9682
M002658,1986;1991;1996;2001,0;0;1;1,Ag,68.347,57.0706
M002659,1971;1976;1981,0;0;0,Au,-7.5091,143.8991
M002660,2005;2010;2015;2020,0;0;1;1,Au,-20.6294,55.7988
M002661,1999;2004,0;0,Au,-1.0074,-88.2915
M002662,1994;1999,0;0,Au,-45.6185,28.7342
M002663,1991;1996;2001;2006;2011;2016,0;0;0;0;0;1,Cu,31.7793,159.8054
M002664,1990;1995;2000;2005;2010;2015,0;1;1;3;3;3,Au,-2.673,-63.6838
M002665,1989;1994,0;0,U,71.5155,114.2864
M002666,1989;1994;1999;2004;2009,0;3;3;3;3,Cu,13.3115,24.7423
M002667,2006;2011;2016;2021,0;0;0;0,Cu,27.9839,63.3323
M002668,2004;2009,0;0,Zn,-12.5981,-77.5606
M002669,1979;1984;1989,0;0;1,Fe,-51.8172,-137.707
M002670,1971;1976,0;0,Au,61.3345,24.1724
M002671,1972;1977;1982;1987;1992,0;3;3;3;3,Zn,-38.0493,109.2629
M002672,2013;2018;2023,0;0;0,Zn,57.7607,-56.9858
M002673,1981;1986,0;1,U,52.2635,12.2158
M002674,1989;1994;1999;2004;2009,0;0;1;1;1,Fe,-27.5867,52.1699
M002675,1982;1987;1992;1997;2002,0;1;1;3;3,U,-12.9701,178.8382
M002676,1993;1998,0;0,Ag,-29.9779,-155.8568
M002677,1990;1995;2000;2005;2010,0;0;0;0;1,Cu,-66.5955,-56.5725
M002678,1994;1999;2004;2009;2014,0;0;0;3;3,Zn,-8.4068,36.537
M002679,1971;1976;1981;1986;1991,0;0;0;0;0,Ag,-78.3902,24.8399
M002680,1978;1983;1988,0;0;0,Fe,-23.2471,102.3286
M002681,1973;1978,0;0,U,15.6556,58.0582
M002682,2006;2011;2016,0;0;0,Au,71.3474,-35.3225
M002683,1979;1984;1989,0;0;0,Au,24.3386,-84.0638
M002684,1977;1982;1987;1992;1997,0;1;1;1;1,Au,20.8296,-177.0708
M002685,2004;2009;2014;2019;2024,0;0;0;0;0,Fe,82.8079,-121.5012
M002686,1999;2004;2009,0;0;0,Zn,-72.7874,-41.0458
M002687,2009;2014;2019;2024,0;1;1;1,Ag,-43.7444,135.3367
M002688,1987;1992;1997;2002,0;0;0;0,Ag,22.4973,109.1991
M002689,1992;1997;2002,0;0;0,Cu,-27.6974,153.4067
M002690,1972;1977;1982;1987;1992;1997,0;0;1;2;2;2,Zn,-75.7256,62.3316
M002691,1984;1989;1994,0;1;3,Au,-15.8933,-100.0683
M002692,1984;1989;1994;1999;2004,0;1;1;3;3,Cu,-9.0579,-165.4341
M002693,1994;1999,0;0,Cu,63.0033,122.3121
M002694,1984;1989;1994;1999,0;0;1;1,Cu,49.8979,-176.0493
M002695,1990;1995;2000,0;0;1,U,52.2745,148.2757
M002696,1988;1993;1998;2003;2008,0;1;1;1;2,Ag,-15.2086,137.8156
M002697,1999;2004,0;0,Fe,-16.4075,35.5472
M002698,2011;2016;2021;2026;2031;2036,0;1;2;2;2;2,U,-74.2151,-157.158
M002699,1971;1976,0;1,Fe,64.5557,-118.3431
M002700,1977;1982;1987;1992;1997;2002,0;0;0;0;3;3,U,-54.8439,-45.7519
M002701,1981;1986;1991;1996;2001;2006,0;0;0;0;0;1,Ag,-60.8749,-132.9057
M002702,2011;2016;2021,0;0;1,U,-60.483,135.8323
M002703,2006;2011;2016;2021;2026;2031,0;1;1;1;1;1,Cu,0.763,3.2918
M002704,1999;2004;2009,0;0;1,Ag,-32.8372,57.4734
M002705,1971;1976,0;3,Zn,-88.6501,-12.5518
M002706,1976;1981,0;0,Cu,-39.4647,-66.0189
M002707,1998;2003;2008;2013,0;0;0;0,U,64.5281,14.8173
M002708,1982;1987;1992;1997,0;1;1;2,U,81.996,-164.3608
M002709,1971;1976;1981;1986,0;0;1;2,Fe,-8.7058,167.9721
M002710,2005;2010,0;1,Fe,43.743,-5.8041
M002711,2007;2012;2017;2022;2027;2032,0;0;0;0;0;1,Ag,-54.6045,112.8298
M002712,1989;1994,0;0,Fe,-32.6082,-168.9986
M002713,1982;1987;1992;1997;2002;2007,0;0;1;3;3;3,U,-54.9543,123.9066
M002714,1996;2001;2006;2011;2016,0;0;0;0;0,U,61.7646,93.9749
M002715,2009;2014;2019;2024,0;1;1;1,U,-15.7007,-26.6412
M002716,1997;2002;2007;2012;2017,0;1;2;2;2,Fe,10.7226,-165.452
M002717,2010;2015;2020,0;0;0,Zn,67.4028,-164.3396
M002718,1992;1997;2002;2007,0;0;0;1,U,26.5016,50.1456
M002719,1993;1998;2003;2008,0;1;1;1,Zn,-89.874,13.9743
M002720,1995;2000;2005;2010;2015,0;1;2;2;2,Ag,-45.4905,108.5872
M002721,1991;1996,0;0,Zn,48.244,135.1487
M002722,2008;2013;2018,0;1;1,Cu,41.8987,-158.5813
M002723,2001;2006,0;0,U,-41.9309,-75.3044
M002724,2009;2014;2019,0;0;1,Au,59.5001,24.8894
M002725,1998;2003;2008,0;0;1,Cu,62.8095,148.5785
M002726,1983;1988;1993;1998;2003,0;0;1;1;2,U,-10.2053,-133.0877
M002727,1972;1977;1982;1987;1992,0;0;1;1;2,Au,80.1547,-167.7533
M002728,1995;2000,0;1,Au,39.8421,156.6974
M002729,2013;2018;2023;2028;2033,0;0;0;0;1,Au,-26.7144,-79.0023
M002730,1998;2003;2008,0;1;2,Fe,-13.9719,124.9677
M002731,1977;1982;1987;1992,0;0;0;1,U,18.6376,1.0103
M002732,1998;2003;2008;2013;2018,0;0;0;1;2,Fe,-18.4614,103.8945
M002733,1980;1985;1990;1995;2000,0;0;0;0;1,U,12.7292,139.5097
M002734,1998;2003,0;0,Cu,-43.3517,-151.2592
M002735,1990;1995;2000;2005,0;3;3;3,Ag,-57.1384,-123.6374
M002736,1973;1978;1983;1988,0;0;1;1,U,88.1266,93.1711
M002737,1997;2002;2007,0;0;1,Fe,-30.906,165.4816
M002738,2001;2006,0;0,U,46.8261,121.3897
M002739,1972;1977;1982;1987,0;0;0;3,Zn,-11.2436,126.0228
M002740,2013;2018;2023,0;0;0,Cu,79.886,133.6331
M002741,2011;2016;2021;2026;2031,0;1;1;1;2,Fe,1.9273,0.755
M002742,1987;1992,0;1,U,86.1616,-57.2843
M002743,1972;1977,0;0,Au,63.9658,130.2354
M002744,1971;1976;1981;1986;1991,0;0;1;1;1,Zn,17.4234,42.1363
M002745,1984;1989,0;0,U,62.4062,-125.3039
M002746,2006;2011;2016;2021;2026;2031,0;0;0;1;2;2,U,75.6684,126.8864
M002747,1988;1993;1998;2003;2008,0;0;1;1;2,U,-64.3694,-149.8872
M002748,1975;1980,0;0,Fe,-53.2131,-18.9895
M002749,1986;1991,0;3,Ag,15.4241,163.8194
M002750,2010;2015;2020;2025,0;0;0;3,Zn,-80.1395,-51.4732
M002751,2008;2013;2018;2023,0;3;3;3,Cu,32.3348,-81.3191
M002752,2003;2008;2013;2018;2023,0;3;3;3;3,Au,2.0813,-10.7537
M002753,2007;2012;2017;2022;2027;2032,0;0;0;0;1;1,Fe,-38.4491,-48.411
M002754,1980;1985;1990;1995;2000;2005,0;1;1;2;2;2,Cu,-12.2454,-112.0575
M002755,1971;1976,0;1,Cu,-18.3226,-148.897
M002756,1991;1996,0;0,Au,45.6195,63.3723
M002757,1975;1980;1985;1990;1995,0;0;1;2;2,U,23.9863,-156.3661
M002758,1985;1990,0;1,U,-26.1554,12.666
M002759,1986;1991;1996,0;1;2,Zn,20.3528,167.737
M002760,1984;1989;1994;1999;2004;2009,0;3;3;3;3;3,Cu,-22.7135,-142.7929
M002761,1988;1993;1998;2003;2008;2013,0;0;1;2;2;2,U,-75.6532,99.7976
M002762,2008;2013;2018;2023,0;0;3;3,Ag,76.6483,-71.5774
M002763,1990;1995;2000,0;0;0,Zn,-27.3048,137.267
M002764,2012;2017;2022;2027;2032;2037,0;0;1;1;1;2,Zn,-85.7934,-86.6356
M002765,2004;2009;2014,0;0;3,Zn,-19.8937,148.0255
M002766,1988;1993;1998;2003;2008;2013,0;1;1;3;3;3,Zn,-52.3596,-51.5891
M002767,1977;1982;1987;1992;1997;2002,0;1;1;1;2;2,Au,68.0669,42.7742
M002768,1981;1986;1991;1996;2001;2006,0;0;1;1;1;2,Au,63.0421,80.7026
M002769,2000;2005;2010;2015;2020;2025,0;1;2;2;2;2,Zn,-16.8987,-48.1151
M002770,1989;1994;1999;2004;2009,0;0;3;3;3,Fe,-75.9869,164.1541
M002771,1987;1992,0;1,Zn,-18.6872,-33.6883
M002772,2013;2018;2023;2028,0;0;0;0,Au,-40.902,160.4002
M002773,1995;2000;2005;2010,0;0;0;1,Cu,-81.8935,-34.5899
M002774,1988;1993;1998;2003,0;1;2;2,Fe,5.4617,-39.957
M002775,2013;2018;2023,0;0;0,Ag,13.4636,-52.6103
M002776,2002;2007,0;0,Cu,-13.767,-141.704
M002777,1977;1982;1987;1992;1997;2002,0;0;1;3;3;3,Cu,-35.4019,105.126
M002778,1998;2003;2008,0;0;3,Au,-4.3626,-122.1066
M002779,1979;1984;1989;1994;1999;2004,0;0;3;3;3;3,Au,-59.7176,14.2142
M002780,1993;1998;2003;2008,0;0;0;1,Fe,-63.6979,-79.9285
M002781,2009;2014,0;0,Cu,7.9055,-167.6392
M002782,2003;2008;2013;2018;2023,0;1;1;1;1,Ag,21.1216,43.5821
M002783,1982;1987;1992,0;0;1,Ag,-27.799,131.7848
M002784,2005;2010;2015;2020;2025;2030,0;1;1;1;1;3,Zn,-76.8787,14.21
M002785,1993;1998;2003;2008;2013;2018,0;1;2;2;2;2,U,-48.0982,10.9859
M002786,1975;1980,0;0,Cu,-54.0738,-140.9919
M002787,2003;2008;2013;2018,0;0;0;0,Cu,62.859,48.9394
M002788,2001;2006;2011;2016;2021;2026,0;0;0;0;3;3,Cu,-11.3673,41.7107
M002789,1976;1981;1986;1991,0;0;0;0,Zn,84.4979,103.035
M002790,2010;2015,0;1,U,38.4753,98.138
M002791,1983;1988;1993;1998;2003;2008,0;0;3;3;3;3,Ag,21.4062,114.2512
M002792,1976;1981;1986;1991,0;0;0;1,Zn,37.0098,156.0
M002793,2002;2007;2012;2017,0;0;0;0,Zn,-83.561,-27.1926
M002794,2004;2009;2014;2019;2024;2029,0;3;3;3;3;3,Zn,-76.0067,-133.3375
M002795,2008;2013,0;1,Zn,-81.9394,-104.769
M002796,1984;1989;1994,0;0;1,Ag,60.638,115.8414
M002797,1973;1978;1983,0;1;1,Au,85.1273,-42.8657
M002798,1971;1976,0;0,Au,-57.1214,42.0912
M002799,1991;1996;2001,0;0;1,Ag,83.1865,89.6637
M002800,1983;1988;1993;1998;2003;2008,0;1;1;1;1;1,Zn,43.2548,104.0575
M002801,1986;1991,0;0,Fe,11.9445,72.1711
M002802,1993;1998;2003;2008;2013;2018,0;1;1;1;1;1,Cu,44.8818,-177.3203
M002803,2004;2009,0;1,Cu,-69.7082,-145.5974
M002804,2008;2013;2018;2023,0;0;1;2,Cu,-55.0029,26.7817
M002805,1978;1983;1988;1993,0;0;0;1,Fe,-64.8854,49.0231
M002806,2007;2012;2017,0;1;1,Cu,-89.7487,-134.1102
M002807,2011;2016;2021;2026;2031;2036,0;0;0;3;3;3,Zn,-5.6515,-63.7523
M002808,1999;2004;2009;2014;2019;2024,0;1;2;2;2;2,Ag,44.848,-48.5761
M002809,1972;1977;1982;1987;1992;1997,0;0;0;1;1;3,Fe,-2.8326,-14.3917
M002810,1970;1975;1980,0;0;0,Zn,5.0301,91.2898
M002811,1981;1986;1991;1996,0;0;0;1,Fe,-26.6904,93.1741
M002812,1972;1977;1982;1987,0;0;1;2,Ag,19.1496,127.5629
M002813,1997;2002;2007,0;3;3,Zn,-87.1838,37.6361
M002814,1990;1995;2000,0;0;0,Ag,6.1211,24.3072
M002815,1986;1991;1996,0;0;0,Cu,-56.8597,175.5242
M002816,1989;1994,0;1,U,20.9149,-79.5955
M002817,2001;2006;2011;2016;2021;2026,0;0;0;1;2;2,Ag,-32.144,21.7686
M002818,2004;2009,0;0,Fe,13.3583,157.1839
M002819,1974;1979;1984;1989,0;3;3;3,Fe,87.7207,-154.4111
M002820,1994;1999;2004;2009;2014;2019,0;0;0;1;1;1,Zn,-25.8387,0.5492
M002821,2010;2015,0;3,U,-34.2812,-61.6672
M002822,1988;1993;1998;2003;2008;2013,0;0;1;2;2;2,Cu,23.419,-41.5801
M002823,2005;2010;2015;2020;2025,0;1;3;3;3,Cu,64.7647,-70.9347
M002824,1989;1994;1999,0;0;0,Zn,-8.7953,-3.6631
M002825,1974;1979;1984;1989,0;1;3;3,Zn,-50.9678,-47.2805
M002826,1976;1981,0;0,Zn,20.8952,-2.1532
M002827,1984;1989;1994;1999;2004;2009,0;3;3;3;3;3,U,5.2993,-178.3913
M002828,2011;2016,0;0,Zn,10.7668,45.951
M002829,2005;2010;2015;2020;2025;2030,0;1;1;1;1;3,Zn,-2.1576,-105.618
M002830,2010;2015;2020;2025;2030;2035,0;0;0;0;0;1,Cu,12.7712,149.5505
M002831,1989;1994;1999,0;1;2,Cu,58.6727,74.7162
M002832,1972;1977;1982;1987;1992,0;0;0;1;2,Zn,8.9596,-1.3894
M002833,1970;1975,0;1,Cu,-73.23,106.5364
M002834,2013;2018;2023;2028,0;0;3;3,Zn,-7.5754,135.1799
M002835,1975;1980;1985;1990;1995,0;0;0;1;1,Cu,48.5017,135.9544
M002836,1975;1980;1985;1990;1995,0;3;3;3;3,Cu,44.6574,113.2664
M002837,2001;2006;2011;2016;2021;2026,0;1;1;2;2;2,Zn,-59.3903,40.5327
M002838,1988;1993;1998;2003,0;1;1;1,Au,-11.7166,53.1032
M002839,2009;2014;2019;2024;2029;2034,0;0;0;0;0;0,Fe,62.3353,33.8169
M002840,1984;1989,0;0,U,-55.0346,-83.9251
M002841,2006;2011;2016;2021;2026,0;0;1;1;2,Ag,40.9837,-97.424
M002842,1993;1998;2003;2008,0;3;3;3,U,8.689,-48.519
M002843,1993;1998;2003;2008,0;0;3;3,Fe,33.6583,130.1391
M002844,1996;2001,0;0,Ag,-34.6167,79.6109
M002845,1981;1986;1991;1996;2001,0;0;0;0;1,Cu,8.7641,112.53
M002846,1998;2003;2008;2013;2018,0;0;1;2;2,Zn,72.9662,-110.7494
M002847,2012;2017;2022;2027,0;1;1;2,Fe,-14.7083,38.6403
M002848,1976;1981;1986;1991;1996,0;0;0;1;1,U,-48.8847,74.6366
M002849,1974;1979;1984;1989;1994,0;0;0;3;3,Fe,89.8705,-137.4404
M002850,2002;2007;2012,0;1;1,Fe,-36.748,-46.9411
M002851,2008;2013;2018;2023;2028,0;0;0;0;0,Ag,16.017,161.9037
M002852,2013;2018;2023;2028,0;0;0;3,Au,-14.2422,-87.0931
M002853,1992;1997,0;0,Cu,-80.7148,134.3382
M002854,1987;1992;1997;2002,0;0;0;0,U,-53.0302,-97.684
M002855,1988;1993;1998;2003,0;0;1;1,Ag,68.9515,-47.8249
M002856,1996;2001;2006,0;1;1,U,-45.6195,52.7891
M002857,1983;1988;1993;1998;2003,0;0;0;1;1,Au,26.6756,-100.8167
M002858,1985;1990,0;0,Au,40.5031,-2.4947
M002859,2009;2014,0;3,U,79.7202,-171.008
M002860,2004;2009;2014;2019,0;3;3;3,Au,82.9223,-8.7954
M002861,1989;1994;1999;2004;2009;2014,0;1;1;2;2;2,Fe,41.5774,76.7797
M002862,2001;2006;2011;2016;2021,0;1;1;2;2,Fe,2.2676,-101.4682
M002863,2010;2015;2020;2025;2030;2035,0;0;0;3;3;3,Au,70.0443,140.8114
M002864,1997;2002;2007;2012;2017;2022,0;1;1;3;3;3,U,81.7216,124.5677
M002865,2008;2013,0;0,Zn,22.4811,84.21
M002866,1970;1975;1980;1985;1990;1995,0;0;0;0;0;0,Cu,34.4169,-178.5818
M002867,2001;2006,0;1,Au,-43.1969,-119.2002
M002868,1996;2001;2006;2011;2016,0;0;1;1;1,U,85.0961,-118.6781
M002869,2003;2008,0;0,Zn,-63.2474,144.8035
M002870,1976;1981,0;0,Zn,25.1418,146.1081
M002871,2002;2007;2012,0;0;1,Zn,40.5969,-133.687
M002872,2005;2010;2015,0;0;0,U,-57.1769,65.2338
M002873,2003;2008,0;0,Ag,16.1656,-143.7923
M002874,1971;1976,0;1,Fe,-70.1789,-46.0045
M002875,2007;2012;2017,0;1;2,Cu,3.3344,-9.5144
M002876,1985;1990;1995;2000;2005,0;1;1;1;1,Zn,-10.6843,50.294
M002877,1980;1985;1990;1995;2000;2005,0;0;0;1;1;1,Cu,-40.2266,93.2917
M002878,1996;2001;2006;2011;2016;2021,0;0;3;3;3;3,Zn,22.4978,0.5654
M002879,1982;1987;1992;1997;2002,0;0;1;1;1,U,-9.686,-3.4884
M002880,1975;1980;1985;1990;1995;2000,0;3;3;3;3;3,Cu,-35.2168,18.3615
M002881,1993;1998;2003,0;1;1,Zn,-20.4442,63.9462
M002882,2001;2006;2011;2016;2021,0;1;2;2;2,Fe,-8.524,43.8772
M002883,2007;2012,0;1,Cu,-47.6747,84.1722
M002884,1975;1980;1985;1990;1995,0;1;1;1;2,Ag,-61.1498,62.8414
M002885,1983;1988,0;3,Ag,-82.7786,-103.8957
M002886,2010;2015;2020;2025;2030,0;0;0;3;3,Zn,-65.4697,-169.3809
M002887,1992;1997;2002;2007,0;0;1;3,U,83.5298,-131.2887
M002888,1993;1998,0;0,U,14.5128,114.5023
M002889,1976;1981;1986,0;0;0,Cu,40.8895,-106.7471
M002890,1974;1979;1984,0;1;1,Zn,50.2226,-169.0154
M002891,1989;1994;1999;2004;2009,0;0;0;0;1,Zn,73.5103,-106.5633
M002892,2011;2016;2021;2026;2031;2036,0;1;1;1;2;2,Fe,-61.0432,-63.0478
M002893,1991;1996;2001;2006,0;0;0;0,Ag,-89.0945,-147.1407
M002894,2003;2008;2013;2018;2023,0;1;2;2;2,Fe,18.433,141.4482
M002895,2002;2007;2012;2017;2022,0;0;0;0;0,Fe,4.1452,-118.4448
M002896,1992;1997;2002,0;1;2,Zn,26.4534,31.0274
M002897,2005;2010;2015,0;1;1,Ag,15.5511,102.9142
M002898,1986;1991;1996,0;0;0,Au,80.905,86.5925
M002899,2007;2012;2017;2022;2027,0;3;3;3;3,Cu,-86.1324,-57.9509
M002900,1978;1983;1988,0;3;3,Zn,-59.1199,95.9662
M002901,1984;1989;1994;1999,0;0;1;1,Au,-19.152,-63.0258
M002902,1970;1975;1980,0;1;1,Ag,61.7015,38.2232
M002903,2002;2007,0;0,Cu,16.7413,-121.5021
M002904,2005;2010;2015;2020,0;1;2;2,Ag,62.6054,38.6265
M002905,1982;1987;1992;1997;2002;2007,0;1;2;2;2;2,Ag,-45.5977,62.0047
M002906,2007;2012;2017;2022,0;0;0;0,Cu,-69.7071,48.8227
M002907,1982;1987;1992,0;0;0,Ag,-81.6692,-66.2078
M002908,1979;1984;1989;1994;1999,0;3;3;3;3,U,36.7955,-27.7428
M002909,1997;2002;2007;2012;2017;2022,0;0;0;1;1;3,Ag,58.706,24.3326
M002910,2010;2015;2020;2025;2030,0;0;1;1;1,Cu,20.3104,173.9859
M002911,1974;1979;1984,0;1;1,Cu,53.1296,-124.13
M002912,2011;2016;2021,0;1;2,U,-75.5968,13.6246
M002913,1973;1978;1983;1988;1993;1998,0;1;1;3;3;3,Au,9.1185,-157.1042
M002914,2008;2013;2018;2023;2028,0;3;3;3;3,Zn,47.5511,-120.0618
M002915,2000;2005;2010;2015;2020,0;0;3;3;3,Fe,-34.3121,-138.3473
M002916,2013;2018;2023;2028;2033;2038,0;0;0;0;0;1,Zn,72.11,-152.1702
M002917,1989;1994;1999;2004;2009;2014,0;0;1;2;2;2,Ag,50.8537,115.3824
M002918,1982;1987;1992;1997;2002,0;0;0;0;1,Fe,42.417,-174.5877
M002919,1977;1982;1987;1992,0;0;1;2,Zn,48.2808,66.2137
M002920,1972;1977,0;0,U,17.3594,152.4442
M002921,1991;1996;2001;2006;2011,0;0;1;1;2,Ag,-86.1714,135.5012
M002922,2006;2011;2016,0;0;0,Ag,-45.13,73.0999
M002923,2001;2006,0;0,Cu,-31.5041,-155.6074
M002924,1980;1985,0;1,Fe,-57.7664,89.4188
M002925,2005;2010;2015;2020,0;3;3;3,Fe,13.2981,-177.4107
M002926,1985;1990;1995;2000;2005,0;0;0;0;0,Fe,65.3253,20.5446
M002927,2007;2012;2017;2022,0;0;0;3,Fe,55.5314,94.9864
M002928,1991;1996;2001;2006;2011;2016,0;1;3;3;3;3,Ag,64.676,-142.2041
M002929,1983;1988;1993;1998,0;1;1;2,Zn,12.7065,-143.2485
M002930,2004;2009;2014,0;0;0,Fe,71.1768,-81.3829
M002931,1986;1991;1996;2001,0;0;0;0,Ag,44.1145,56.9018
M002932,2008;2013,0;3,Zn,77.5179,2.2939
M002933,1998;2003;2008,0;0;3,Zn,81.3135,175.3542
M002934,2012;2017,0;3,Ag,86.0164,-32.9309
M002935,1978;1983;1988;1993;1998,0;3;3;3;3,Zn,1.5643,134.6651
M002936,1984;1989;1994;1999;2004;2009,0;0;0;1;1;2,Ag,-34.4826,-33.5694
M002937,1997;2002;2007,0;1;1,Cu,-83.4797,-83.58
M002938,1981;1986;1991;1996,0;1;1;1,Cu,62.1639,-30.922
M002939,1973;1978,0;0,U,-51.5581,-134.4967
M002940,2009;2014;2019,0;0;0,U,22.3644,137.99
M002941,1970;1975;1980,0;0;3,Ag,21.8635,71.3113
M002942,1996;2001,0;1,Cu,-33.1992,36.0508
M002943,1996;2001;2006;2011;2016,0;1;3;3;3,Cu,20.3612,-135.8421
M002944,1999;2004;2009;2014,0;0;0;1,Fe,7.9258,-162.2096
M002945,2007;2012,0;1,U,56.9395,-69.9345
M002946,1986;1991;1996;2001;2006,0;0;1;1;2,Ag,11.6531,-63.4079
M002947,1992;1997;2002;2007,0;0;0;0,Au,25.3657,78.1011
M002948,1998;2003,0;0,Au,-27.1829,173.3083
M002949,1971;1976,0;1,Cu,34.4594,-52.799
M002950,1998;2003,0;0,Zn,41.0873,-161.8311
M002951,1971;1976,0;0,Cu,51.0534,56.4966
M002952,2004;2009;2014,0;3;3,Zn,44.3062,-163.9258
M002953,1994;1999;2004,0;1;1,Zn,28.3334,-62.5458
M002954,2012;2017;2022,0;0;0,Zn,87.8916,170.5089
M002955,1992;1997,0;0,Zn,-47.8662,-29.4123
M002956,1975;1980;1985;1990;1995;2000,0;0;0;0;0;3,Ag,86.1913,-76.0749
M002957,2006;2011,0;1,Zn,61.4922,164.064
M002958,1998;2003;2008;2013;2018,0;0;0;0;1,Zn,9.9204,18.9093
M002959,1991;1996;2001;2006;2011;2016,0;0;1;1;1;2,Zn,-72.3822,-61.8779
M002960,1995;2000;2005,0;1;1,U,20.2965,-53.3391
M002961,1996;2001;2006;2011;2016,0;1;1;1;2,U,-35.8951,154.6564
M002962,1985;1990;1995;2000;2005;2010,0;3;3;3;3;3,Zn,-77.8297,32.336
M002963,1990;1995;2000;2005;2010;2015,0;0;0;0;0;0,Fe,-51.598,141.624
M002964,1993;1998;2003;2008,0;0;0;0,U,-20.6448,160.0121
M002965,1999;2004;2009;2014;2019;2024,0;0;0;0;0;0,Ag,80.6915,-79.8912
M002966,1986;1991;1996;2001;2006;2011,0;1;1;3;3;3,Ag,52.9556,-99.9849
M002967,2012;2017;2022,0;1;3,Zn,-87.8494,86.4461
M002968,1999;2004;2009;2014,0;0;0;0,Zn,30.7117,18.2392
M002969,1992;1997;2002;2007;2012,0;0;0;0;0,Fe,41.466,-64.6399
M002970,1982;1987;1992;1997;2002;2007,0;0;0;0;0;0,Cu,-68.5019,-104.0882
M002971,1998;2003;2008;2013,0;1;2;2,Zn,25.1168,71.8139
M002972,2002;2007;2012,0;3;3,Cu,-36.275,-123.3074
M002973,1984;1989,0;0,Cu,35.5698,-151.1201
M002974,1994;1999;2004,0;0;1,Cu,-3.2258,43.9402
M002975,1976;1981;1986;1991,0;1;1;1,U,18.9833,170.4864
M002976,1974;1979;1984;1989;1994;1999,0;1;1;2;2;2,Fe,52.5213,137.1519
M002977,2009;2014;2019;2024;2029;2034,0;0;0;0;3;3,Au,-42.1395,-55.2846
M002978,1987;1992;1997;2002,0;0;0;0,Fe,-7.559,-147.0331
M002979,1977;1982,0;0,Fe,-67.3305,-110.775
M002980,1977;1982;1987;1992,0;0;0;0,Fe,-45.9626,-174.3208
M002981,1976;1981;1986;1991,0;3;3;3,Fe,-47.1005,82.9314
M002982,2009;2014,0;0,Au,79.0368,-170.7383
M002983,1975;1980;1985,0;0;1,Ag,59.9396,170.8436
M002984,1983;1988;1993;1998;2003,0;0;1;1;2,U,-45.2079,-42.5167
M002985,1978;1983;1988;1993;1998;2003,0;0;0;0;1;2,Ag,-18.1736,35.5221
M002986,1990;1995;2000;2005;2010;2015,0;1;1;1;1;1,U,89.0268,-78.3894
M002987,1991;1996;2001;2006;2011,0;1;1;1;1,U,70.2312,61.4385
M002988,1988;1993;1998,0;1;2,Fe,8.5879,-20.1678
M002989,1995;2000;2005;2010,0;0;0;0,Ag,-37.225,-77.9893
M002990,1973;1978;1983;1988;1993;1998,0;0;0;1;1;1,Au,47.0581,134.8796
M002991,1973;1978;1983;1988;1993;1998,0;1;2;2;2;2,Zn,24.4864,-113.9008
M002992,1970;1975;1980;1985;1990,0;0;1;1;1,Fe,74.137,-99.8409
M002993,2009;2014;2019;2024;2029,0;3;3;3;3,Au,63.8333,-124.6941
M002994,2006;2011;2016,0;0;3,Cu,-71.0362,-156.5395
M002995,1988;1993;1998,0;0;0,U,44.0995,-16.5359
M002996,2008;2013;2018;2023,0;0;0;3,Fe,-25.7908,15.366
M002997,1997;2002;2007;2012,0;0;0;0,Zn,13.1129,99.6062
M002998,2012;2017;2022;2027;2032,0;1;1;1;1,Ag,3.2447,82.0956
M002999,1992;1997;2002;2007,0;0;0;1,Ag,89.5303,102.87
M003000,2004;2009,0;1,Cu,-21.5879,72.3802
M003001,1976;1981,0;0,Au,75.7211,-99.9494
M003002,1972;1977,0;0,Cu,27.154,47.0944
M003003,1979;1984;1989;1994;1999;2004,0;0;1;1;1;2,Fe,32.8642,165.1251
M003004,2001;2006;2011,0;0;0,Au,-34.6629,-93.8754
